Date,Close,Close_lag_1,Close_lag_2,Close_lag_3,Close_lag_4,Close_lag_5,Close_lag_6,Close_lag_7,Close_lag_8,Close_lag_9,Close_lag_10,Close_lag_11,Close_lag_12,Close_lag_13,Close_lag_14,Close_pct_change_1d,model_target
2000-01-24,1401.530029296875,1441.3599853515625,1445.5699462890625,1455.9000244140625,1455.1400146484375,1465.1500244140625,1449.6800537109375,1432.25,1438.56005859375,1457.5999755859375,1441.469970703125,1403.449951171875,1402.1099853515625,1399.4200439453125,1455.219970703125,-0.0029123190810015354,1410.030029296875
2000-01-25,1410.030029296875,1401.530029296875,1441.3599853515625,1445.5699462890625,1455.9000244140625,1455.1400146484375,1465.1500244140625,1449.6800537109375,1432.25,1438.56005859375,1457.5999755859375,1441.469970703125,1403.449951171875,1402.1099853515625,1399.4200439453125,-0.027633593591799732,1404.0899658203125
2000-01-26,1404.0899658203125,1410.030029296875,1401.530029296875,1441.3599853515625,1445.5699462890625,1455.9000244140625,1455.1400146484375,1465.1500244140625,1449.6800537109375,1432.25,1438.56005859375,1457.5999755859375,1441.469970703125,1403.449951171875,1402.1099853515625,0.006064800483985611,1398.56005859375
2000-01-27,1398.56005859375,1404.0899658203125,1410.030029296875,1401.530029296875,1441.3599853515625,1445.5699462890625,1455.9000244140625,1455.1400146484375,1465.1500244140625,1449.6800537109375,1432.25,1438.56005859375,1457.5999755859375,1441.469970703125,1403.449951171875,-0.00421272125638672,1360.1600341796875
2000-01-28,1360.1600341796875,1398.56005859375,1404.0899658203125,1410.030029296875,1401.530029296875,1441.3599853515625,1445.5699462890625,1455.9000244140625,1455.1400146484375,1465.1500244140625,1449.6800537109375,1432.25,1438.56005859375,1457.5999755859375,1441.469970703125,-0.00393842799334565,1394.4599609375
2000-01-31,1394.4599609375,1360.1600341796875,1398.56005859375,1404.0899658203125,1410.030029296875,1401.530029296875,1441.3599853515625,1445.5699462890625,1455.9000244140625,1455.1400146484375,1465.1500244140625,1449.6800537109375,1432.25,1438.56005859375,1457.5999755859375,-0.027456829027902918,1409.280029296875
2000-02-01,1409.280029296875,1394.4599609375,1360.1600341796875,1398.56005859375,1404.0899658203125,1410.030029296875,1401.530029296875,1441.3599853515625,1445.5699462890625,1455.9000244140625,1455.1400146484375,1465.1500244140625,1449.6800537109375,1432.25,1438.56005859375,0.025217566974388372,1409.1199951171875
2000-02-02,1409.1199951171875,1409.280029296875,1394.4599609375,1360.1600341796875,1398.56005859375,1404.0899658203125,1410.030029296875,1401.530029296875,1441.3599853515625,1445.5699462890625,1455.9000244140625,1455.1400146484375,1465.1500244140625,1449.6800537109375,1432.25,0.01062781920924527,1424.969970703125
2000-02-03,1424.969970703125,1409.1199951171875,1409.280029296875,1394.4599609375,1360.1600341796875,1398.56005859375,1404.0899658203125,1410.030029296875,1401.530029296875,1441.3599853515625,1445.5699462890625,1455.9000244140625,1455.1400146484375,1465.1500244140625,1449.6800537109375,-0.00011355740261742575,1424.3699951171875
2000-02-04,1424.3699951171875,1424.969970703125,1409.1199951171875,1409.280029296875,1394.4599609375,1360.1600341796875,1398.56005859375,1404.0899658203125,1410.030029296875,1401.530029296875,1441.3599853515625,1445.5699462890625,1455.9000244140625,1455.1400146484375,1465.1500244140625,0.011248137590027962,1424.239990234375
2000-02-07,1424.239990234375,1424.3699951171875,1424.969970703125,1409.1199951171875,1409.280029296875,1394.4599609375,1360.1600341796875,1398.56005859375,1404.0899658203125,1410.030029296875,1401.530029296875,1441.3599853515625,1445.5699462890625,1455.9000244140625,1455.1400146484375,-0.000421044371651913,1441.719970703125
2000-02-08,1441.719970703125,1424.239990234375,1424.3699951171875,1424.969970703125,1409.1199951171875,1409.280029296875,1394.4599609375,1360.1600341796875,1398.56005859375,1404.0899658203125,1410.030029296875,1401.530029296875,1441.3599853515625,1445.5699462890625,1455.9000244140625,-9.127184878798822e-05,1411.7099609375
2000-02-09,1411.7099609375,1441.719970703125,1424.239990234375,1424.3699951171875,1424.969970703125,1409.1199951171875,1409.280029296875,1394.4599609375,1360.1600341796875,1398.56005859375,1404.0899658203125,1410.030029296875,1401.530029296875,1441.3599853515625,1445.5699462890625,0.012273198750635705,1416.8299560546875
2000-02-10,1416.8299560546875,1411.7099609375,1441.719970703125,1424.239990234375,1424.3699951171875,1424.969970703125,1409.1199951171875,1409.280029296875,1394.4599609375,1360.1600341796875,1398.56005859375,1404.0899658203125,1410.030029296875,1401.530029296875,1441.3599853515625,-0.02081542211764542,1387.1199951171875
2000-02-11,1387.1199951171875,1416.8299560546875,1411.7099609375,1441.719970703125,1424.239990234375,1424.3699951171875,1424.969970703125,1409.1199951171875,1409.280029296875,1394.4599609375,1360.1600341796875,1398.56005859375,1404.0899658203125,1410.030029296875,1401.530029296875,0.0036268038470079755,1389.93994140625
2000-02-14,1389.93994140625,1387.1199951171875,1416.8299560546875,1411.7099609375,1441.719970703125,1424.239990234375,1424.3699951171875,1424.969970703125,1409.1199951171875,1409.280029296875,1394.4599609375,1360.1600341796875,1398.56005859375,1404.0899658203125,1410.030029296875,-0.02096932014356223,1402.050048828125
2000-02-15,1402.050048828125,1389.93994140625,1387.1199951171875,1416.8299560546875,1411.7099609375,1441.719970703125,1424.239990234375,1424.3699951171875,1424.969970703125,1409.1199951171875,1409.280029296875,1394.4599609375,1360.1600341796875,1398.56005859375,1404.0899658203125,0.0020329505010301396,1387.6700439453125
2000-02-16,1387.6700439453125,1402.050048828125,1389.93994140625,1387.1199951171875,1416.8299560546875,1411.7099609375,1441.719970703125,1424.239990234375,1424.3699951171875,1424.969970703125,1409.1199951171875,1409.280029296875,1394.4599609375,1360.1600341796875,1398.56005859375,0.008712683952101452,1388.260009765625
2000-02-17,1388.260009765625,1387.6700439453125,1402.050048828125,1389.93994140625,1387.1199951171875,1416.8299560546875,1411.7099609375,1441.719970703125,1424.239990234375,1424.3699951171875,1424.969970703125,1409.1199951171875,1409.280029296875,1394.4599609375,1360.1600341796875,-0.01025641338184169,1346.0899658203125
2000-02-18,1346.0899658203125,1388.260009765625,1387.6700439453125,1402.050048828125,1389.93994140625,1387.1199951171875,1416.8299560546875,1411.7099609375,1441.719970703125,1424.239990234375,1424.3699951171875,1424.969970703125,1409.1199951171875,1409.280029296875,1394.4599609375,0.0004251484874857603,1352.1700439453125
2000-02-22,1352.1700439453125,1346.0899658203125,1388.260009765625,1387.6700439453125,1402.050048828125,1389.93994140625,1387.1199951171875,1416.8299560546875,1411.7099609375,1441.719970703125,1424.239990234375,1424.3699951171875,1424.969970703125,1409.1199951171875,1409.280029296875,-0.030376185763956398,1360.68994140625
2000-02-23,1360.68994140625,1352.1700439453125,1346.0899658203125,1388.260009765625,1387.6700439453125,1402.050048828125,1389.93994140625,1387.1199951171875,1416.8299560546875,1411.7099609375,1441.719970703125,1424.239990234375,1424.3699951171875,1424.969970703125,1409.1199951171875,0.0045168438064202565,1353.4300537109375
